EncuestaID,RangoEdad,Genero,Departamento,Municipio,Ocupacion
364,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
365,18 - 24 Años,Masculino,Petén,San Benito,Empresario
366,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Ama De Casa
367,35 - 44 Años,Masculino,Escuintla,Escuintla,Empleado Privado
368,35 - 44 Años,Masculino,Escuintla,Escuintla,Empleado Privado
369,25 - 34 Años,Femenino,Guatemala,Guatemala,Ama De Casa
370,18 - 24 Años,Femenino,Quetzaltenango,,Empleado Privado
371,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
372,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
373,25 - 34 Años,Femenino,Guatemala,Mixco,Comerciante
374,55 Años O Más,Femenino,Guatemala,Santa Catarina Pinula,Profesional Independiente
375,18 - 24 Años,Masculino,Quetzaltenango,Quetzaltenango,Profesional Independiente
376,Menos De 18 Años,Masculino,Sacatepéquez,Antigua Guatemala,Comerciante
377,18 - 24 Años,Masculino,Escuintla,Escuintla,Empresario
378,55 Años O Más,Femenino,Izabal,Izabal,Empresario
379,25 - 34 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante
380,18 - 24 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Ama De Casa
381,55 Años O Más,Femenino,Guatemala,Villa Nueva,Empleado Privado
382,25 - 34 Años,Masculino,Huehuetenango,Otro Municipio,Comerciante
383,35 - 44 Años,Femenino,Guatemala,Mixco,Empleado Privado
384,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
385,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
386,18 - 24 Años,Masculino,Guatemala,,Empleado Privado
387,25 - 34 Años,Masculino,Guatemala,Guatemala,Estudiante
388,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
389,Menos De 18 Años,Masculino,Escuintla,Escuintla,Empresario
390,Menos De 18 Años,Femenino,Guatemala,Mixco,Estudiante
391,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
392,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Profesional Independiente
393,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
394,18 - 24 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empresario
395,25 - 34 Años,Femenino,Alta Verapaz,Cabecera Municipal,Ama De Casa
396,18 - 24 Años,Femenino,Chimaltenango,Patzún,Estudiante
397,55 Años O Más,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
398,35 - 44 Años,Femenino,Sacatepéquez,Ciudad Vieja,Comerciante
399,Menos De 18 Años,Masculino,Totonicapán,Totonicapán,Profesional Independiente
400,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Empleado Privado
401,18 - 24 Años,Masculino,Sacatepéquez,Jocotenango,Estudiante
402,55 Años O Más,Femenino,Guatemala,Villa Nueva,Empleado Privado
403,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Otro
404,Menos De 18 Años,Femenino,Chimaltenango,Patzún,Comerciante
405,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Empresario
406,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
407,25 - 34 Años,Prefiero No Indicarlo,Chiquimula,Chiquimula,Empresario
408,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Profesional Independiente
409,25 - 34 Años,Femenino,Petén,Poptún,Comerciante
410,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
411,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
412,25 - 34 Años,Femenino,Quiché,Quiché,Empleado Privado
413,45 - 54 Años,Femenino,Zacapa,Cabecera Municipal,Empleado Privado
414,55 Años O Más,Femenino,Guatemala,Mixco,Empleado Público
415,18 - 24 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Privado
416,25 - 34 Años,Masculino,Quetzaltenango,Quetzaltenango,Empleado Público
417,45 - 54 Años,Masculino,Jalapa,Jalapa,Estudiante
418,55 Años O Más,Femenino,Guate,Guatemala,Empleado Privado
97,25 - 34 Años,Masculino,El Progreso,El Progreso,Jubilado
420,25 - 34 Años,Femenino,Quetzaltenango,Quetzaltenango,Empleado Privado
421,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
422,18 - 24 Años,Masculino,Guatemala,Guatemala,Profesional Independiente
423,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
424,25 - 34 Años,Femenino,Sololá,Sololá,Ama De Casa
425,45 - 54 Años,Masculino,Chimaltenango,Chimaltenango,Comerciante
426,25 - 34 Años,Femenino,Huehuetenango,Cabecera Municipal,Ama De Casa
427,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
428,Menos De 18 Años,Masculino,Guatemala,Mixco,Otro
429,25 - 34 Años,Femenino,Chimaltenango,Chimaltenango,Estudiante
430,35 - 44 Años,Femenino,Guatemala,Mixco,No Indicado
431,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Otro
432,18 - 24 Años,Masculino,Jalapa,Cabecera Municipal,Comerciante
433,55 Años O Más,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Público
434,18 - 24 Años,Femenino,Chimaltenango,Patzún,Empleado Público
435,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
436,55 Años O Más,Femenino,Quetzaltenango,Olintepeque,Empleado Privado
437,55 Años O Más,Masculino,Baja Verapaz,Cabecera Municipal,Comerciante
438,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
439,18 - 24 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Empresario
440,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
441,25 - 34 Años,Masculino,Baja Verapaz,Otro Municipio,Ama De Casa
442,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
443,25 - 34 Años,Masculino,Jalapa,Otro Municipio,Estudiante
444,25 - 34 Años,Femenino,San Marcos,San Marcos,Empleado Privado
445,25 - 34 Años,Femenino,Escuintla,Palín,Empleado Privado
446,45 - 54 Años,Femenino,Escuintla,Palín,Ama De Casa
447,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Público
448,25 - 34 Años,Femenino,Escuintla,Escuintla,Empleado Privado
449,25 - 34 Años,Femenino,Alta Verapaz,Cabecera Municipal,Empleado Privado
1193,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
451,18 - 24 Años,Masculino,Guatemala,Guatemala,No Indicado
452,18 - 24 Años,Masculino,Suchitepéquez,Otro Municipio,Comerciante
453,25 - 34 Años,Masculino,Quiché,Cabecera Municipal,Comerciante
454,45 - 54 Años,Femenino,Petén,San Benito,Empleado Privado
455,25 - 34 Años,Femenino,Guatemala,Mixco,Estudiante
456,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
457,55 Años O Más,Masculino,Guatemala,Guatemala,Jubilado
458,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
459,35 - 44 Años,Masculino,Quetzaltenango,Quetzaltenango,Empleado Público
460,25 - 34 Años,Femenino,Quiché,Cabecera Municipal,Otro
461,Menos De 18 Años,Femenino,Retalhuleu,Otro Municipio,Estudiante
462,25 - 34 Años,Femenino,Sacatepéquez,Jocotenango,Ama De Casa
463,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
1049,25 - 34 Años,Masculino,Sacatepéquez,Antigua Guatemala,Empleado Privado
465,18 - 24 Años,Femenino,Jutiapa,Otro Municipio,Comerciante
466,35 - 44 Años,Femenino,Escuintla,Palín,Empleado Privado
467,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
468,45 - 54 Años,Masculino,Quetzaltenango,Coatepeque,Otro
469,25 - 34 Años,Femenino,Chimaltenango,Tecpán Guatemala,Otro
470,18 - 24 Años,Masculino,Chimaltenango,Chimaltenango,Ama De Casa
471,25 - 34 Años,Femenino,Guatemala,Mixco,Estudiante
472,18 - 24 Años,Masculino,Guatemala,Mixco,Estudiante
473,25 - 34 Años,Femenino,Zacapa,Otro Municipio,Comerciante
2439,18 - 24 Años,Femenino,Guatemala,Mixco,Estudiante
475,Menos De 18 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
476,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
477,35 - 44 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
478,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
479,35 - 44 Años,Masculino,Totonicapán,Cabecera Municipal,Profesional Independiente
480,18 - 24 Años,Femenino,Santa Rosa,Santa Rosa,Empleado Público
481,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empresario
482,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
483,25 - 34 Años,Femenino,Izabal,Izabal,Empleado Privado
484,55 Años O Más,Femenino,El Progreso,Otro Municipio,Empleado Privado
485,45 - 54 Años,Femenino,Guatemala,Mixco,Empleado Privado
486,25 - 34 Años,Masculino,Guatemala,Guatemala,Estudiante
487,18 - 24 Años,Masculino,Jalapa,Jalapa,Empleado Privado
488,45 - 54 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
489,18 - 24 Años,Masculino,Jalapa,Cabecera Municipal,Empleado Privado
490,55 Años O Más,Prefiero No Indicarlo,Chimaltenango,Patzún,Empleado Privado
491,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
492,45 - 54 Años,Masculino,Guatemala,Guatemala,Empleado Privado
493,45 - 54 Años,Femenino,Chimaltenango,Patzún,Estudiante
494,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
495,35 - 44 Años,Masculino,Huehuetenango,Cabecera Municipal,Empleado Privado
496,18 - 24 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante
497,18 - 24 Años,Masculino,Chimaltenango,Tecpán Guatemala,Profesional Independiente
498,Menos De 18 Años,Masculino,Escuintla,Palín,Estudiante
499,25 - 34 Años,Masculino,El Progreso,El Progreso,Empleado Privado
500,35 - 44 Años,Masculino,San Marcos,San Marcos,Empleado Privado
501,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Privado
502,25 - 34 Años,Masculino,Suchitepéquez,Otro Municipio,Empresario
503,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Ama De Casa
504,25 - 34 Años,Masculino,Quetzaltenango,Quetzaltenango,Profesional Independiente
505,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
506,Menos De 18 Años,Femenino,Guatemala,Guatemala,Empleado Privado
507,55 Años O Más,Masculino,Petén,San Benito,Empleado Privado
508,35 - 44 Años,Femenino,Guatemala,Mixco,Ama De Casa
509,35 - 44 Años,Masculino,Guatemala,Guatemala,Jubilado
510,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Estudiante
511,35 - 44 Años,Masculino,Guatemala,Guatemala,No Indicado
512,55 Años O Más,Femenino,Suchitepéquez,,Empleado Público
513,35 - 44 Años,Masculino,Sacatepéquez,Antigua Guatemala,Otro
514,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Mixco,Comerciante
515,18 - 24 Años,Masculino,Guatemala,Mixco,Empleado Privado
516,35 - 44 Años,Masculino,Sacatepéquez,Sumpango,Profesional Independiente
517,18 - 24 Años,Masculino,Chimaltenango,Tecpán Guatemala,Profesional Independiente
518,Menos De 18 Años,Femenino,Sacatepéquez,Sumpango,Otro
519,25 - 34 Años,Femenino,Escuintla,Palín,Comerciante
520,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Empleado Público
521,45 - 54 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado
522,25 - 34 Años,Femenino,Zacapa,Cabecera Municipal,Jubilado
523,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
524,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Estudiante
525,25 - 34 Años,Masculino,Guatemala,Mixco,Empresario
526,Menos De 18 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante
527,18 - 24 Años,Masculino,Jutiapa,Jutiapa,Empleado Privado
528,18 - 24 Años,Masculino,Sololá,Otro Municipio,Comerciante
529,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Estudiante
530,25 - 34 Años,Masculino,Retalhuleu,Cabecera Municipal,Profesional Independiente
531,18 - 24 Años,Femenino,Jalapa,Otro Municipio,Empresario
532,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
533,55 Años O Más,Femenino,Guatemala,Villa Nueva,No Indicado
534,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Estudiante
535,25 - 34 Años,Masculino,Sacatepéquez,Antigua Guatemala,Otro
536,25 - 34 Años,Femenino,Chimaltenango,Chimaltenango,Profesional Independiente
537,25 - 34 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
538,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empresario
539,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Ama De Casa
540,35 - 44 Años,Femenino,San Marcos,Cabecera Municipal,Comerciante
541,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
542,Menos De 18 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa
543,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Profesional Independiente
544,25 - 34 Años,Femenino,Quetzaltenango,,Comerciante
545,25 - 34 Años,Femenino,Quetzaltenango,Quetzaltenango,Empleado Privado
546,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Empresario
547,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Empresario
548,18 - 24 Años,Femenino,Sacatepéquez,Jocotenango,Ama De Casa
549,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
550,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Público
551,55 Años O Más,Masculino,Izabal,Izabal,Empleado Público
552,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
553,45 - 54 Años,Prefiero No Indicarlo,El Progreso,Cabecera Municipal,Estudiante
554,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Empresario
555,18 - 24 Años,Femenino,Baja Verapaz,Baja Verapaz,Comerciante
556,Menos De 18 Años,Femenino,Suchitepéquez,Suchitepéquez,Profesional Independiente
557,55 Años O Más,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Público
558,18 - 24 Años,Femenino,Jutiapa,Otro Municipio,Empleado Privado
559,45 - 54 Años,Masculino,Escuintla,Palín,Empleado Privado
560,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Estudiante
561,45 - 54 Años,Femenino,Guatemala,Guatemala,Empleado Público
562,55 Años O Más,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Público
563,45 - 54 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante
564,55 Años O Más,Femenino,Chimaltenango,Chimaltenango,Empleado Privado
565,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Estudiante
566,35 - 44 Años,Femenino,Huehuetenango,Otro Municipio,Empleado Privado
567,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
568,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Empleado Público
569,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
570,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Ama De Casa
571,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
572,18 - 24 Años,Femenino,Chimaltenango,Tecpán Guatemala,Estudiante
573,18 - 24 Años,Masculino,Escuintla,Palín,Otro
574,18 - 24 Años,Femenino,Guatemala,Mixco,Empleado Público
575,18 - 24 Años,Masculino,Izabal,Otro Municipio,Empleado Público
576,18 - 24 Años,Masculino,El Progreso,Cabecera Municipal,Empleado Privado
577,Menos De 18 Años,Masculino,Guatemala,Mixco,Estudiante
578,18 - 24 Años,Prefiero No Indicarlo,Jalapa,Cabecera Municipal,Estudiante
579,25 - 34 Años,Masculino,Guatemala,Guatemala,Estudiante
580,Menos De 18 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
581,18 - 24 Años,Femenino,Guatemala,,Empresario
582,35 - 44 Años,Masculino,Suchitepéquez,Suchitepéquez,Profesional Independiente
583,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
584,55 Años O Más,Masculino,Chimaltenango,Patzún,Empleado Privado
585,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Profesional Independiente
586,45 - 54 Años,Masculino,Jutiapa,Jutiapa,Empleado Privado
587,35 - 44 Años,Femenino,Zacapa,Cabecera Municipal,Comerciante
588,18 - 24 Años,Masculino,Escuintla,Escuintla,Comerciante
589,25 - 34 Años,Femenino,Huehuetenango,Huehuetenango,Empleado Privado
590,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Ama De Casa
591,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Jubilado
592,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Comerciante
593,Menos De 18 Años,Femenino,Guatemala,Mixco,Empleado Privado
594,35 - 44 Años,Masculino,Guatemala,Mixco,Empresario
595,45 - 54 Años,Femenino,Guatemala,San Miguel Petapa,No Indicado
596,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Estudiante
597,Menos De 18 Años,Femenino,Chimaltenango,Chimaltenango,Comerciante
598,Menos De 18 Años,Masculino,Sacatepéquez,Antigua Guatemala,Empleado Privado
599,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
600,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa
601,18 - 24 Años,Masculino,Suchitepéquez,Otro Municipio,Comerciante
602,45 - 54 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empleado Privado
603,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empresario
604,Menos De 18 Años,Femenino,Chimaltenango,Patzún,Estudiante
605,25 - 34 Años,Femenino,Chimaltenango,Tecpán Guatemala,Estudiante
606,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Empleado Privado
607,Menos De 18 Años,Masculino,Huehuetenango,Huehuetenango,Empleado Privado
608,25 - 34 Años,Masculino,Guatemala,Mixco,Ama De Casa
609,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Empleado Privado
1416,45 - 54 Años,Masculino,Huehuetenango,Otro Municipio,Empleado Privado
611,45 - 54 Años,Femenino,Jalapa,Otro Municipio,Profesional Independiente
612,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
613,25 - 34 Años,Masculino,Escuintla,Palín,Comerciante
614,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa
615,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Jubilado
1472,45 - 54 Años,Femenino,Chimaltenango,Chimaltenango,Empleado Público
617,35 - 44 Años,Femenino,Jutiapa,Otro Municipio,Empleado Privado
618,18 - 24 Años,Femenino,Sololá,Sololá,Empleado Privado
619,35 - 44 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado
620,25 - 34 Años,Masculino,San Marcos,Cabecera Municipal,Jubilado
621,Menos De 18 Años,Femenino,Escuintla,Escuintla,Estudiante
622,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
623,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
624,Menos De 18 Años,Masculino,Petén,Poptún,Estudiante
625,18 - 24 Años,Femenino,Izabal,Otro Municipio,Estudiante
626,18 - 24 Años,Masculino,Guatemala,Mixco,Empleado Privado
627,25 - 34 Años,Masculino,Guatemala,Mixco,Estudiante
628,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
629,18 - 24 Años,Masculino,Izabal,Cabecera Municipal,Empleado Privado
630,55 Años O Más,Masculino,Baja Verapaz,Baja Verapaz,Comerciante
631,18 - 24 Años,Masculino,Guatemala,Guatemala,Profesional Independiente
632,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
633,45 - 54 Años,Masculino,Sacatepéquez,Jocotenango,Ama De Casa
634,35 - 44 Años,Masculino,Chimaltenango,Chimaltenango,Empleado Privado
635,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Empleado Público
636,55 Años O Más,Masculino,Jutiapa,Jutiapa,Estudiante
637,18 - 24 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
638,18 - 24 Años,Masculino,Sacatepéquez,Antigua Guatemala,Empleado Privado
639,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Estudiante
640,45 - 54 Años,Femenino,El Progreso,Otro Municipio,Estudiante
641,18 - 24 Años,Masculino,Jutiapa,Cabecera Municipal,Estudiante
642,Menos De 18 Años,Femenino,San Marcos,San Marcos,Empleado Público
643,55 Años O Más,Femenino,Baja Verapaz,Cabecera Municipal,Ama De Casa
644,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
645,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Otro
646,18 - 24 Años,Femenino,Quetzaltenango,Coatepeque,Estudiante
647,25 - 34 Años,Femenino,Escuintla,Escuintla,Comerciante
648,Menos De 18 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
649,55 Años O Más,Femenino,Guatemala,Villa Nueva,Estudiante
650,18 - 24 Años,Masculino,Suchitepéquez,Otro Municipio,Comerciante
651,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Ama De Casa
652,35 - 44 Años,Femenino,Chimaltenango,Tecpán Guatemala,Empresario
653,55 Años O Más,Femenino,Alta Verapaz,Otro Municipio,Comerciante
654,35 - 44 Años,Masculino,Chimaltenango,Tecpán Guatemala,Profesional Independiente
655,45 - 54 Años,Femenino,Guatemala,,Comerciante
656,Menos De 18 Años,Masculino,Xela,Olintepeque,Estudiante
657,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
658,45 - 54 Años,Masculino,Chimaltenango,Tecpán Guatemala,Ama De Casa
659,25 - 34 Años,Femenino,Quiché,,Comerciante
660,35 - 44 Años,Femenino,Guatemala,Guatemala,Estudiante
661,45 - 54 Años,Femenino,Zacapa,Cabecera Municipal,Empleado Privado
662,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante
663,25 - 34 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante
664,35 - 44 Años,Masculino,Sacatepéquez,Antigua Guatemala,Jubilado
665,25 - 34 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empresario
666,Menos De 18 Años,Femenino,Guatemala,Mixco,Comerciante
667,35 - 44 Años,Femenino,Chimaltenango,Patzún,Empleado Privado
668,35 - 44 Años,Masculino,Baja Verapaz,Baja Verapaz,Empleado Privado
669,35 - 44 Años,Prefiero No Indicarlo,Guatemala,San Miguel Petapa,Empresario
670,18 - 24 Años,Masculino,Guatemala,Guatemala,Estudiante
671,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Público
672,25 - 34 Años,Femenino,Alta Verapaz,Alta Verapaz,Empleado Privado
673,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
674,25 - 34 Años,Masculino,El Progreso,El Progreso,Otro
675,25 - 34 Años,Femenino,Escuintla,Palín,Estudiante
676,45 - 54 Años,Masculino,Retalhuleu,Retalhuleu,Empleado Privado
677,55 Años O Más,Femenino,Suchitepéquez,Cabecera Municipal,Empleado Privado
678,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa
679,Menos De 18 Años,Masculino,Sacatepéquez,Ciudad Vieja,No Indicado
680,55 Años O Más,Masculino,Escuintla,Palín,Ama De Casa
681,18 - 24 Años,Masculino,Retalhuleu,Retalhuleu,Otro
682,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
683,35 - 44 Años,Femenino,Sololá,Cabecera Municipal,Empleado Privado
684,18 - 24 Años,Femenino,Suchitepéquez,Otro Municipio,Empleado Privado
685,35 - 44 Años,Femenino,Jutiapa,Otro Municipio,Jubilado
686,25 - 34 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
687,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Otro
688,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante
689,18 - 24 Años,Femenino,Suchitepéquez,Cabecera Municipal,Profesional Independiente
1961,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
691,25 - 34 Años,Femenino,Huehuetenango,,Profesional Independiente
692,25 - 34 Años,Femenino,Sololá,Sololá,Empleado Privado
693,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Comerciante
694,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
695,Menos De 18 Años,Masculino,El Progreso,Cabecera Municipal,Empresario
696,35 - 44 Años,Masculino,Guatemala,Mixco,Profesional Independiente
697,18 - 24 Años,Femenino,Santa Rosa,Cabecera Municipal,Empleado Público
698,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Privado
699,18 - 24 Años,Masculino,Alta Verapaz,Cabecera Municipal,Empleado Privado
700,35 - 44 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
701,45 - 54 Años,Masculino,Totonicapán,Otro Municipio,Comerciante
702,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
703,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
704,25 - 34 Años,Femenino,Guatemala,Guatemala,Empleado Privado
705,18 - 24 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado
706,45 - 54 Años,Masculino,Guatemala,Guatemala,Otro
707,25 - 34 Años,Masculino,Guatemala,Guatemala,Ama De Casa
708,18 - 24 Años,Femenino,Guatemala,,Estudiante
709,25 - 34 Años,Femenino,El Progreso,Cabecera Municipal,Otro
710,25 - 34 Años,Femenino,Chimaltenango,Chimaltenango,Empleado Privado
711,55 Años O Más,Femenino,Sacatepéquez,Antigua Guatemala,Profesional Independiente
712,Menos De 18 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Privado
713,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante
714,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,No Indicado
715,25 - 34 Años,Masculino,Escuintla,Palín,Estudiante
716,35 - 44 Años,Masculino,Escuintla,Escuintla,Comerciante
717,18 - 24 Años,Masculino,Petén,San Benito,Empleado Privado
718,Menos De 18 Años,Femenino,Guatemala,San Miguel Petapa,Empresario
719,Menos De 18 Años,Femenino,Guatemala,,Estudiante
720,45 - 54 Años,Masculino,Jalapa,Cabecera Municipal,Empleado Público
721,45 - 54 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Comerciante
722,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
723,45 - 54 Años,Femenino,Sacatepéquez,Sumpango,Comerciante
724,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
725,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Estudiante
726,35 - 44 Años,Femenino,Huehuetenango,Otro Municipio,Comerciante
727,45 - 54 Años,Masculino,Guatemala,Guatemala,Estudiante
728,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
729,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado
730,25 - 34 Años,Femenino,Totonicapán,Cabecera Municipal,Comerciante
731,35 - 44 Años,Femenino,Sacatepéquez,Sumpango,Profesional Independiente
